[2026-03-03T20:36:24.805024+00:00] [XRP] WARNING: Kraken Spot = $1.3609 | Coinbase Spot = $1.3583 | Diff = 0.1903%
[2026-03-04T07:58:37.563178+00:00] [XRP] WARNING: Kraken Spot = $1.3744 | Coinbase Spot = $1.3721 | Diff = 0.1673%
[2026-03-04T07:58:39.644310+00:00] [SOL] WARNING: Kraken Spot = $87.4000 | Coinbase Spot = $87.2550 | Diff = 0.1659%
[2026-03-04T07:58:39.654525+00:00] [BTC] WARNING: Kraken Spot = $69584.5000 | Coinbase Spot = $69414.2350 | Diff = 0.2447%
[2026-03-04T07:58:39.828146+00:00] [XRP] WARNING: Kraken Spot = $1.3744 | Coinbase Spot = $1.3721 | Diff = 0.1673%
[2026-03-04T07:58:41.641550+00:00] [SOL] WARNING: Kraken Spot = $87.5000 | Coinbase Spot = $87.2550 | Diff = 0.2800%
[2026-03-04T07:58:41.668487+00:00] [BTC] WARNING: Kraken Spot = $69608.0000 | Coinbase Spot = $69414.2350 | Diff = 0.2784%
[2026-03-04T07:58:41.752733+00:00] [XRP] WARNING: Kraken Spot = $1.3744 | Coinbase Spot = $1.3722 | Diff = 0.1637%
[2026-03-04T07:58:43.470623+00:00] [SOL] WARNING: Kraken Spot = $87.5000 | Coinbase Spot = $87.2550 | Diff = 0.2800%
[2026-03-04T07:58:43.504365+00:00] [BTC] WARNING: Kraken Spot = $69608.1000 | Coinbase Spot = $69400.0050 | Diff = 0.2990%
[2026-03-04T07:58:43.647699+00:00] [XRP] WARNING: Kraken Spot = $1.3744 | Coinbase Spot = $1.3722 | Diff = 0.1637%
[2026-03-04T07:58:45.427855+00:00] [BTC] WARNING: Kraken Spot = $69608.1000 | Coinbase Spot = $69400.0050 | Diff = 0.2990%
[2026-03-04T07:58:45.518818+00:00] [ETH] WARNING: Kraken Spot = $2005.8400 | Coinbase Spot = $2001.8950 | Diff = 0.1967%
[2026-03-04T07:58:45.522721+00:00] [SOL] WARNING: Kraken Spot = $87.5000 | Coinbase Spot = $87.2550 | Diff = 0.2800%
[2026-03-04T07:58:45.757810+00:00] [XRP] WARNING: Kraken Spot = $1.3744 | Coinbase Spot = $1.3722 | Diff = 0.1637%
[2026-03-04T07:58:47.675305+00:00] [BTC] WARNING: Kraken Spot = $69608.1000 | Coinbase Spot = $69400.0050 | Diff = 0.2990%
[2026-03-04T07:58:47.691839+00:00] [XRP] WARNING: Kraken Spot = $1.3744 | Coinbase Spot = $1.3722 | Diff = 0.1637%
[2026-03-04T07:58:47.708888+00:00] [ETH] WARNING: Kraken Spot = $2005.1500 | Coinbase Spot = $2001.8950 | Diff = 0.1623%
[2026-03-04T07:58:47.882068+00:00] [SOL] WARNING: Kraken Spot = $87.5000 | Coinbase Spot = $87.2650 | Diff = 0.2686%
[2026-03-04T07:58:51.472544+00:00] [SOL] WARNING: Kraken Spot = $87.5000 | Coinbase Spot = $87.2650 | Diff = 0.2686%
[2026-03-04T07:58:51.701226+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3722 | Diff = 0.2022%
[2026-03-04T07:58:53.448977+00:00] [BTC] WARNING: Kraken Spot = $69564.1000 | Coinbase Spot = $69400.0050 | Diff = 0.2359%
[2026-03-04T07:58:53.621537+00:00] [XRP] WARNING: Kraken Spot = $1.3750 | Coinbase Spot = $1.3722 | Diff = 0.2022%
[2026-03-04T07:58:53.971280+00:00] [SOL] WARNING: Kraken Spot = $87.5000 | Coinbase Spot = $87.2650 | Diff = 0.2686%
[2026-03-04T08:43:01.433986+00:00] [ETH] WARNING: Kraken Spot = $2024.3400 | Coinbase Spot = $2021.1750 | Diff = 0.1563%
[2026-03-04T08:43:05.474807+00:00] [ETH] WARNING: Kraken Spot = $2027.0200 | Coinbase Spot = $2021.1750 | Diff = 0.2884%
[2026-03-04T08:43:07.335529+00:00] [XRP] WARNING: Kraken Spot = $1.3806 | Coinbase Spot = $1.3782 | Diff = 0.1775%
[2026-03-04T08:43:07.620317+00:00] [ETH] WARNING: Kraken Spot = $2027.7000 | Coinbase Spot = $2022.6400 | Diff = 0.2495%
[2026-03-04T08:43:09.346738+00:00] [ETH] WARNING: Kraken Spot = $2027.7000 | Coinbase Spot = $2022.6400 | Diff = 0.2495%
[2026-03-04T08:43:11.728336+00:00] [ETH] WARNING: Kraken Spot = $2026.2400 | Coinbase Spot = $2022.6400 | Diff = 0.1777%
[2026-03-04T08:43:25.597607+00:00] [ETH] WARNING: Kraken Spot = $2028.3400 | Coinbase Spot = $2024.2950 | Diff = 0.1994%
[2026-03-04T08:44:26.370889+00:00] [ETH] WARNING: Kraken Spot = $2028.8700 | Coinbase Spot = $2024.9300 | Diff = 0.1942%
[2026-03-04T08:44:27.106372+00:00] [ETH] WARNING: Kraken Spot = $2028.8700 | Coinbase Spot = $2025.3750 | Diff = 0.1723%
[2026-03-04T08:44:27.497469+00:00] [ETH] WARNING: Kraken Spot = $2028.8700 | Coinbase Spot = $2025.3750 | Diff = 0.1723%
[2026-03-04T08:44:29.556752+00:00] [ETH] WARNING: Kraken Spot = $2029.3400 | Coinbase Spot = $2025.3750 | Diff = 0.1954%
[2026-03-04T08:44:30.210459+00:00] [ETH] WARNING: Kraken Spot = $2029.3400 | Coinbase Spot = $2025.3750 | Diff = 0.1954%
[2026-03-04T08:44:30.753727+00:00] [ETH] WARNING: Kraken Spot = $2029.3400 | Coinbase Spot = $2025.3750 | Diff = 0.1954%
[2026-03-04T08:44:32.960149+00:00] [ETH] WARNING: Kraken Spot = $2029.8700 | Coinbase Spot = $2025.3750 | Diff = 0.2214%
[2026-03-04T08:44:33.630737+00:00] [ETH] WARNING: Kraken Spot = $2029.8700 | Coinbase Spot = $2025.3750 | Diff = 0.2214%
[2026-03-04T08:44:34.002864+00:00] [ETH] WARNING: Kraken Spot = $2029.8700 | Coinbase Spot = $2025.3750 | Diff = 0.2214%
[2026-03-04T08:44:36.110012+00:00] [ETH] WARNING: Kraken Spot = $2030.2100 | Coinbase Spot = $2025.3750 | Diff = 0.2382%
[2026-03-04T08:44:36.814252+00:00] [ETH] WARNING: Kraken Spot = $2030.2100 | Coinbase Spot = $2025.3750 | Diff = 0.2382%
[2026-03-04T08:58:03.465250+00:00] [SOL] WARNING: Kraken Spot = $89.8200 | Coinbase Spot = $89.4050 | Diff = 0.4620%
[2026-03-04T09:13:10.644048+00:00] [XRP] WARNING: Kraken Spot = $1.4136 | Coinbase Spot = $1.4113 | Diff = 0.1620%
[2026-03-04T09:13:12.598339+00:00] [XRP] WARNING: Kraken Spot = $1.4136 | Coinbase Spot = $1.4113 | Diff = 0.1620%
[2026-03-04T09:13:18.415525+00:00] [XRP] WARNING: Kraken Spot = $1.4136 | Coinbase Spot = $1.4113 | Diff = 0.1627%
[2026-03-04T09:13:20.345841+00:00] [XRP] WARNING: Kraken Spot = $1.4136 | Coinbase Spot = $1.4113 | Diff = 0.1627%
[2026-03-04T09:28:25.403475+00:00] [SOL] WARNING: Kraken Spot = $90.0600 | Coinbase Spot = $90.2200 | Diff = 0.1777%
[2026-03-04T09:28:25.670933+00:00] [XRP] WARNING: Kraken Spot = $1.4120 | Coinbase Spot = $1.4142 | Diff = 0.1544%
[2026-03-04T09:28:39.496760+00:00] [XRP] WARNING: Kraken Spot = $1.4114 | Coinbase Spot = $1.4136 | Diff = 0.1566%
[2026-03-04T09:44:15.299432+00:00] [XRP] WARNING: Kraken Spot = $1.4196 | Coinbase Spot = $1.4219 | Diff = 0.1620%
[2026-03-04T09:44:17.295993+00:00] [SOL] WARNING: Kraken Spot = $90.8400 | Coinbase Spot = $90.9800 | Diff = 0.1541%
[2026-03-04T09:44:17.873452+00:00] [SOL] WARNING: Kraken Spot = $90.8400 | Coinbase Spot = $90.9800 | Diff = 0.1541%
[2026-03-04T09:44:18.399066+00:00] [SOL] WARNING: Kraken Spot = $90.8400 | Coinbase Spot = $90.9800 | Diff = 0.1541%
[2026-03-04T09:44:20.612815+00:00] [SOL] WARNING: Kraken Spot = $90.8400 | Coinbase Spot = $90.9800 | Diff = 0.1541%
[2026-03-04T09:44:21.260025+00:00] [SOL] WARNING: Kraken Spot = $90.8400 | Coinbase Spot = $90.9800 | Diff = 0.1541%
[2026-03-04T09:44:21.764267+00:00] [SOL] WARNING: Kraken Spot = $90.8400 | Coinbase Spot = $90.9800 | Diff = 0.1541%
[2026-03-04T10:28:03.319248+00:00] [SOL] WARNING: Kraken Spot = $90.1400 | Coinbase Spot = $89.9900 | Diff = 0.1664%
[2026-03-04T10:28:59.976345+00:00] [SOL] WARNING: Kraken Spot = $90.2000 | Coinbase Spot = $90.0350 | Diff = 0.1829%
[2026-03-04T10:29:00.599245+00:00] [SOL] WARNING: Kraken Spot = $90.2000 | Coinbase Spot = $90.0350 | Diff = 0.1829%
[2026-03-04T10:29:09.785414+00:00] [SOL] WARNING: Kraken Spot = $90.2000 | Coinbase Spot = $90.0350 | Diff = 0.1829%
[2026-03-04T10:29:10.371180+00:00] [SOL] WARNING: Kraken Spot = $90.2000 | Coinbase Spot = $90.0350 | Diff = 0.1829%
[2026-03-04T10:29:10.819699+00:00] [SOL] WARNING: Kraken Spot = $90.2000 | Coinbase Spot = $90.0350 | Diff = 0.1829%
[2026-03-04T10:29:32.785476+00:00] [SOL] WARNING: Kraken Spot = $90.3200 | Coinbase Spot = $90.1750 | Diff = 0.1605%
[2026-03-04T10:29:33.413193+00:00] [SOL] WARNING: Kraken Spot = $90.3200 | Coinbase Spot = $90.1750 | Diff = 0.1605%
[2026-03-04T10:29:33.951991+00:00] [SOL] WARNING: Kraken Spot = $90.3200 | Coinbase Spot = $90.1750 | Diff = 0.1605%
[2026-03-04T12:28:17.856392+00:00] [SOL] WARNING: Kraken Spot = $88.9900 | Coinbase Spot = $89.1700 | Diff = 0.2023%
[2026-03-04T12:28:29.388036+00:00] [SOL] WARNING: Kraken Spot = $88.9400 | Coinbase Spot = $89.0800 | Diff = 0.1574%
[2026-03-04T12:29:28.582864+00:00] [SOL] WARNING: Kraken Spot = $88.7700 | Coinbase Spot = $88.9050 | Diff = 0.1521%
[2026-03-04T12:29:29.310680+00:00] [SOL] WARNING: Kraken Spot = $88.7700 | Coinbase Spot = $88.9050 | Diff = 0.1521%
[2026-03-04T12:29:31.533990+00:00] [SOL] WARNING: Kraken Spot = $88.7700 | Coinbase Spot = $88.9050 | Diff = 0.1521%
[2026-03-04T12:29:32.308244+00:00] [SOL] WARNING: Kraken Spot = $88.7700 | Coinbase Spot = $88.9050 | Diff = 0.1521%
[2026-03-04T12:29:32.906810+00:00] [SOL] WARNING: Kraken Spot = $88.7700 | Coinbase Spot = $88.9050 | Diff = 0.1521%
[2026-03-04T13:28:03.131045+00:00] [XRP] WARNING: Kraken Spot = $1.4023 | Coinbase Spot = $1.4001 | Diff = 0.1583%
[2026-03-04T13:28:05.176511+00:00] [XRP] WARNING: Kraken Spot = $1.4023 | Coinbase Spot = $1.4001 | Diff = 0.1583%
[2026-03-04T13:28:07.307734+00:00] [XRP] WARNING: Kraken Spot = $1.4023 | Coinbase Spot = $1.4001 | Diff = 0.1547%
[2026-03-04T13:28:09.258004+00:00] [XRP] WARNING: Kraken Spot = $1.4023 | Coinbase Spot = $1.4001 | Diff = 0.1583%
[2026-03-04T13:28:11.215131+00:00] [XRP] WARNING: Kraken Spot = $1.4026 | Coinbase Spot = $1.4001 | Diff = 0.1847%
[2026-03-04T13:28:11.269499+00:00] [SOL] WARNING: Kraken Spot = $89.8200 | Coinbase Spot = $89.6550 | Diff = 0.1837%
[2026-03-04T13:28:12.930370+00:00] [SOL] WARNING: Kraken Spot = $89.8200 | Coinbase Spot = $89.6550 | Diff = 0.1837%
[2026-03-04T13:28:13.174119+00:00] [XRP] WARNING: Kraken Spot = $1.4026 | Coinbase Spot = $1.4001 | Diff = 0.1775%
[2026-03-04T13:28:15.167765+00:00] [XRP] WARNING: Kraken Spot = $1.4026 | Coinbase Spot = $1.4001 | Diff = 0.1811%
[2026-03-04T13:28:17.483245+00:00] [SOL] WARNING: Kraken Spot = $89.8100 | Coinbase Spot = $89.6550 | Diff = 0.1726%
[2026-03-04T13:28:19.415947+00:00] [SOL] WARNING: Kraken Spot = $89.8100 | Coinbase Spot = $89.6550 | Diff = 0.1726%
[2026-03-04T13:28:19.681223+00:00] [XRP] WARNING: Kraken Spot = $1.4026 | Coinbase Spot = $1.4001 | Diff = 0.1811%
[2026-03-04T13:44:11.616083+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:12.258670+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:14.760509+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:15.339392+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:17.994437+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:18.713589+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:24.794048+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:25.415552+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:27.982484+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:34.591327+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T13:44:34.989211+00:00] [SOL] WARNING: Kraken Spot = $89.7600 | Coinbase Spot = $89.9000 | Diff = 0.1560%
[2026-03-04T14:14:37.232289+00:00] [XRP] WARNING: Kraken Spot = $1.4093 | Coinbase Spot = $1.4067 | Diff = 0.1788%
[2026-03-04T14:14:39.374282+00:00] [XRP] WARNING: Kraken Spot = $1.4093 | Coinbase Spot = $1.4067 | Diff = 0.1788%
[2026-03-04T14:14:40.022154+00:00] [XRP] WARNING: Kraken Spot = $1.4093 | Coinbase Spot = $1.4067 | Diff = 0.1788%
[2026-03-04T14:14:42.422770+00:00] [XRP] WARNING: Kraken Spot = $1.4103 | Coinbase Spot = $1.4067 | Diff = 0.2524%
[2026-03-04T14:14:43.246379+00:00] [XRP] WARNING: Kraken Spot = $1.4103 | Coinbase Spot = $1.4075 | Diff = 0.2028%
[2026-03-04T14:14:45.583269+00:00] [XRP] WARNING: Kraken Spot = $1.4092 | Coinbase Spot = $1.4067 | Diff = 0.1746%
[2026-03-04T14:14:46.127504+00:00] [XRP] WARNING: Kraken Spot = $1.4092 | Coinbase Spot = $1.4067 | Diff = 0.1746%
[2026-03-04T14:14:49.291176+00:00] [XRP] WARNING: Kraken Spot = $1.4092 | Coinbase Spot = $1.4067 | Diff = 0.1746%
[2026-03-04T14:14:49.961374+00:00] [XRP] WARNING: Kraken Spot = $1.4092 | Coinbase Spot = $1.4067 | Diff = 0.1746%
[2026-03-04T15:28:16.057905+00:00] [XRP] WARNING: Kraken Spot = $1.4403 | Coinbase Spot = $1.4377 | Diff = 0.1784%
[2026-03-04T15:28:44.771492+00:00] [XRP] WARNING: Kraken Spot = $1.4420 | Coinbase Spot = $1.4398 | Diff = 0.1505%
[2026-03-04T15:28:46.697653+00:00] [XRP] WARNING: Kraken Spot = $1.4425 | Coinbase Spot = $1.4398 | Diff = 0.1872%
[2026-03-04T15:28:48.545258+00:00] [XRP] WARNING: Kraken Spot = $1.4424 | Coinbase Spot = $1.4398 | Diff = 0.1823%
[2026-03-04T15:28:52.651178+00:00] [XRP] WARNING: Kraken Spot = $1.4426 | Coinbase Spot = $1.4398 | Diff = 0.1976%
[2026-03-04T15:29:04.315439+00:00] [XRP] WARNING: Kraken Spot = $1.4433 | Coinbase Spot = $1.4409 | Diff = 0.1642%
[2026-03-04T15:29:36.341924+00:00] [ETH] WARNING: Kraken Spot = $2126.4100 | Coinbase Spot = $2120.7850 | Diff = 0.2645%
[2026-03-04T15:29:36.948457+00:00] [ETH] WARNING: Kraken Spot = $2126.4100 | Coinbase Spot = $2120.7850 | Diff = 0.2645%
[2026-03-04T15:29:39.393431+00:00] [ETH] WARNING: Kraken Spot = $2126.3600 | Coinbase Spot = $2122.7550 | Diff = 0.1695%
[2026-03-04T15:29:40.007831+00:00] [ETH] WARNING: Kraken Spot = $2126.3600 | Coinbase Spot = $2122.7550 | Diff = 0.1695%
[2026-03-04T15:29:40.537357+00:00] [ETH] WARNING: Kraken Spot = $2126.3600 | Coinbase Spot = $2122.7550 | Diff = 0.1695%
[2026-03-04T15:29:41.256100+00:00] [XRP] WARNING: Kraken Spot = $1.4454 | Coinbase Spot = $1.4428 | Diff = 0.1792%
[2026-03-04T15:29:42.776675+00:00] [ETH] WARNING: Kraken Spot = $2127.5000 | Coinbase Spot = $2120.7850 | Diff = 0.3156%
[2026-03-04T15:29:43.281401+00:00] [SOL] WARNING: Kraken Spot = $92.2100 | Coinbase Spot = $91.9950 | Diff = 0.2332%
[2026-03-04T15:29:43.370516+00:00] [ETH] WARNING: Kraken Spot = $2127.5000 | Coinbase Spot = $2120.7850 | Diff = 0.3156%
[2026-03-04T15:29:43.957396+00:00] [ETH] WARNING: Kraken Spot = $2127.5000 | Coinbase Spot = $2120.7850 | Diff = 0.3156%
[2026-03-04T15:29:44.004160+00:00] [SOL] WARNING: Kraken Spot = $92.2100 | Coinbase Spot = $91.9950 | Diff = 0.2332%
[2026-03-04T15:29:44.636266+00:00] [SOL] WARNING: Kraken Spot = $92.2100 | Coinbase Spot = $91.9950 | Diff = 0.2332%
[2026-03-04T15:29:46.428038+00:00] [ETH] WARNING: Kraken Spot = $2127.1600 | Coinbase Spot = $2122.7550 | Diff = 0.2071%
[2026-03-04T15:29:46.787258+00:00] [SOL] WARNING: Kraken Spot = $92.2300 | Coinbase Spot = $91.9950 | Diff = 0.2548%
[2026-03-04T15:29:47.132897+00:00] [ETH] WARNING: Kraken Spot = $2127.1600 | Coinbase Spot = $2122.7550 | Diff = 0.2071%
[2026-03-04T15:29:47.427519+00:00] [SOL] WARNING: Kraken Spot = $92.2300 | Coinbase Spot = $91.9950 | Diff = 0.2548%
[2026-03-04T15:29:47.778470+00:00] [ETH] WARNING: Kraken Spot = $2127.1600 | Coinbase Spot = $2122.7550 | Diff = 0.2071%
[2026-03-04T15:29:47.984481+00:00] [SOL] WARNING: Kraken Spot = $92.2300 | Coinbase Spot = $91.9950 | Diff = 0.2548%
[2026-03-04T15:29:49.887885+00:00] [ETH] WARNING: Kraken Spot = $2127.3500 | Coinbase Spot = $2122.7550 | Diff = 0.2160%
[2026-03-04T15:29:50.081303+00:00] [SOL] WARNING: Kraken Spot = $92.2400 | Coinbase Spot = $91.9950 | Diff = 0.2656%
[2026-03-04T15:29:51.109087+00:00] [SOL] WARNING: Kraken Spot = $92.2400 | Coinbase Spot = $91.9950 | Diff = 0.2656%
[2026-03-04T15:29:51.445092+00:00] [ETH] WARNING: Kraken Spot = $2131.3100 | Coinbase Spot = $2125.3600 | Diff = 0.2792%
[2026-03-04T15:29:51.580986+00:00] [SOL] WARNING: Kraken Spot = $92.2400 | Coinbase Spot = $91.9950 | Diff = 0.2656%
[2026-03-04T15:29:53.551334+00:00] [ETH] WARNING: Kraken Spot = $2131.3100 | Coinbase Spot = $2125.3600 | Diff = 0.2792%
[2026-03-04T15:29:53.760462+00:00] [XRP] WARNING: Kraken Spot = $1.4453 | Coinbase Spot = $1.4428 | Diff = 0.1668%
[2026-03-04T15:29:54.000417+00:00] [SOL] WARNING: Kraken Spot = $92.4000 | Coinbase Spot = $92.0200 | Diff = 0.4113%
[2026-03-04T15:29:54.401706+00:00] [ETH] WARNING: Kraken Spot = $2133.8600 | Coinbase Spot = $2125.3600 | Diff = 0.3983%
[2026-03-04T15:29:54.461852+00:00] [XRP] WARNING: Kraken Spot = $1.4453 | Coinbase Spot = $1.4428 | Diff = 0.1668%
[2026-03-04T15:29:54.764361+00:00] [SOL] WARNING: Kraken Spot = $92.4000 | Coinbase Spot = $92.0200 | Diff = 0.4113%
[2026-03-04T15:29:55.034483+00:00] [ETH] WARNING: Kraken Spot = $2133.8600 | Coinbase Spot = $2125.3600 | Diff = 0.3983%
[2026-03-04T15:29:55.255843+00:00] [XRP] WARNING: Kraken Spot = $1.4453 | Coinbase Spot = $1.4428 | Diff = 0.1668%
[2026-03-04T15:29:55.481569+00:00] [SOL] WARNING: Kraken Spot = $92.4000 | Coinbase Spot = $92.0200 | Diff = 0.4113%
[2026-03-04T15:29:57.006862+00:00] [ETH] WARNING: Kraken Spot = $2133.8600 | Coinbase Spot = $2125.3600 | Diff = 0.3983%
[2026-03-04T15:29:57.368980+00:00] [SOL] WARNING: Kraken Spot = $92.5000 | Coinbase Spot = $92.0200 | Diff = 0.5189%
[2026-03-04T15:29:57.392910+00:00] [XRP] WARNING: Kraken Spot = $1.4462 | Coinbase Spot = $1.4436 | Diff = 0.1805%
[2026-03-04T15:29:57.774157+00:00] [ETH] WARNING: Kraken Spot = $2136.0000 | Coinbase Spot = $2125.3600 | Diff = 0.4981%
[2026-03-04T15:29:57.913048+00:00] [XRP] WARNING: Kraken Spot = $1.4462 | Coinbase Spot = $1.4436 | Diff = 0.1805%
[2026-03-04T15:29:57.915833+00:00] [SOL] WARNING: Kraken Spot = $92.5000 | Coinbase Spot = $92.0200 | Diff = 0.5189%
[2026-03-04T15:29:58.433359+00:00] [XRP] WARNING: Kraken Spot = $1.4462 | Coinbase Spot = $1.4436 | Diff = 0.1805%
[2026-03-04T15:29:58.436385+00:00] [SOL] WARNING: Kraken Spot = $92.5000 | Coinbase Spot = $92.0200 | Diff = 0.5189%
[2026-03-04T15:29:58.531617+00:00] [ETH] WARNING: Kraken Spot = $2136.0000 | Coinbase Spot = $2125.3600 | Diff = 0.4981%
[2026-03-04T15:30:00.476687+00:00] [ETH] WARNING: Kraken Spot = $2144.1700 | Coinbase Spot = $2128.1050 | Diff = 0.7492%
[2026-03-04T15:30:00.492296+00:00] [SOL] WARNING: Kraken Spot = $92.6700 | Coinbase Spot = $92.0200 | Diff = 0.7014%
[2026-03-04T15:30:00.536650+00:00] [XRP] WARNING: Kraken Spot = $1.4462 | Coinbase Spot = $1.4429 | Diff = 0.2213%
[2026-03-04T15:30:01.161049+00:00] [SOL] WARNING: Kraken Spot = $92.6700 | Coinbase Spot = $92.0200 | Diff = 0.7014%
[2026-03-04T15:30:01.448192+00:00] [ETH] WARNING: Kraken Spot = $2144.1700 | Coinbase Spot = $2128.1050 | Diff = 0.7492%
[2026-03-04T15:30:01.607359+00:00] [XRP] WARNING: Kraken Spot = $1.4469 | Coinbase Spot = $1.4429 | Diff = 0.2730%
[2026-03-04T15:30:01.756355+00:00] [SOL] WARNING: Kraken Spot = $92.6700 | Coinbase Spot = $92.0200 | Diff = 0.7014%
[2026-03-04T15:30:02.141142+00:00] [ETH] WARNING: Kraken Spot = $2144.1700 | Coinbase Spot = $2128.1050 | Diff = 0.7492%
[2026-03-04T15:30:02.324341+00:00] [XRP] WARNING: Kraken Spot = $1.4469 | Coinbase Spot = $1.4429 | Diff = 0.2730%
[2026-03-04T15:43:11.724740+00:00] [XRP] WARNING: Kraken Spot = $1.4469 | Coinbase Spot = $1.4437 | Diff = 0.2246%
[2026-03-04T15:43:21.780100+00:00] [BTC] WARNING: Kraken Spot = $72871.3000 | Coinbase Spot = $72737.8100 | Diff = 0.1832%
[2026-03-04T15:43:21.865519+00:00] [SOL] WARNING: Kraken Spot = $92.2300 | Coinbase Spot = $92.0800 | Diff = 0.1626%
[2026-03-04T15:43:23.648490+00:00] [SOL] WARNING: Kraken Spot = $92.2300 | Coinbase Spot = $92.0800 | Diff = 0.1626%
[2026-03-04T15:58:06.048697+00:00] [BTC] WARNING: Kraken Spot = $73332.6000 | Coinbase Spot = $73222.3250 | Diff = 0.1504%
[2026-03-04T15:58:06.383220+00:00] [SOL] WARNING: Kraken Spot = $92.9100 | Coinbase Spot = $92.6350 | Diff = 0.2960%
[2026-03-04T15:58:08.148110+00:00] [SOL] WARNING: Kraken Spot = $92.9100 | Coinbase Spot = $92.6350 | Diff = 0.2960%
[2026-03-04T15:58:08.184962+00:00] [XRP] WARNING: Kraken Spot = $1.4623 | Coinbase Spot = $1.4585 | Diff = 0.2599%
[2026-03-04T15:58:08.328278+00:00] [BTC] WARNING: Kraken Spot = $73391.2000 | Coinbase Spot = $73222.3250 | Diff = 0.2301%
[2026-03-04T15:58:10.009920+00:00] [BTC] WARNING: Kraken Spot = $73391.2000 | Coinbase Spot = $73222.3250 | Diff = 0.2301%
[2026-03-04T15:58:10.033205+00:00] [SOL] WARNING: Kraken Spot = $92.9100 | Coinbase Spot = $92.6350 | Diff = 0.2960%
[2026-03-04T15:58:10.045499+00:00] [XRP] WARNING: Kraken Spot = $1.4623 | Coinbase Spot = $1.4585 | Diff = 0.2599%
[2026-03-04T15:58:10.238917+00:00] [ETH] WARNING: Kraken Spot = $2152.5800 | Coinbase Spot = $2141.3250 | Diff = 0.5229%
[2026-03-04T15:58:11.869603+00:00] [ETH] WARNING: Kraken Spot = $2152.5800 | Coinbase Spot = $2141.3250 | Diff = 0.5229%
[2026-03-04T15:58:11.976856+00:00] [SOL] WARNING: Kraken Spot = $92.9100 | Coinbase Spot = $92.7350 | Diff = 0.1884%
[2026-03-04T15:58:12.023763+00:00] [BTC] WARNING: Kraken Spot = $73348.9000 | Coinbase Spot = $73222.3250 | Diff = 0.1726%
[2026-03-04T15:58:12.060246+00:00] [XRP] WARNING: Kraken Spot = $1.4624 | Coinbase Spot = $1.4585 | Diff = 0.2681%
[2026-03-04T15:58:13.957933+00:00] [ETH] WARNING: Kraken Spot = $2149.6600 | Coinbase Spot = $2141.9050 | Diff = 0.3608%
[2026-03-04T15:58:14.078832+00:00] [SOL] WARNING: Kraken Spot = $92.8800 | Coinbase Spot = $92.6350 | Diff = 0.2638%
[2026-03-04T15:58:14.085727+00:00] [XRP] WARNING: Kraken Spot = $1.4625 | Coinbase Spot = $1.4585 | Diff = 0.2762%
[2026-03-04T15:58:15.907172+00:00] [SOL] WARNING: Kraken Spot = $92.8800 | Coinbase Spot = $92.6350 | Diff = 0.2638%
[2026-03-04T15:58:15.979234+00:00] [ETH] WARNING: Kraken Spot = $2149.6600 | Coinbase Spot = $2141.3250 | Diff = 0.3877%
[2026-03-04T15:58:16.221331+00:00] [XRP] WARNING: Kraken Spot = $1.4625 | Coinbase Spot = $1.4585 | Diff = 0.2762%
[2026-03-04T15:58:17.995360+00:00] [ETH] WARNING: Kraken Spot = $2151.1100 | Coinbase Spot = $2140.0850 | Diff = 0.5125%
[2026-03-04T15:58:18.167526+00:00] [XRP] WARNING: Kraken Spot = $1.4626 | Coinbase Spot = $1.4585 | Diff = 0.2844%
[2026-03-04T15:58:19.916966+00:00] [BTC] WARNING: Kraken Spot = $73415.8000 | Coinbase Spot = $73222.3250 | Diff = 0.2635%
[2026-03-04T15:58:20.179625+00:00] [ETH] WARNING: Kraken Spot = $2151.1100 | Coinbase Spot = $2141.9050 | Diff = 0.4279%
[2026-03-04T15:58:22.534283+00:00] [XRP] WARNING: Kraken Spot = $1.4634 | Coinbase Spot = $1.4593 | Diff = 0.2754%
[2026-03-04T15:58:22.607895+00:00] [ETH] WARNING: Kraken Spot = $2152.6500 | Coinbase Spot = $2141.9050 | Diff = 0.4992%
